rtApex	intensityApex	intensitySum	nScans	mz	rtStart	rtEnd	FAIMS	im	scanApex	hill_idx	hills_scan_lists	hills_intensity_list	hills_mz_array	feature_idx
52.70083	1097503.875	76727056	117	599.85681	52.45331	53.41626	0	0	18991	1634	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]	[667927.6875, 854976.75, 812505, 917522.0625, 965590.4375, 971735.0625, 774622, 601051.8125, 744083.375, 491612.6875, 815122.5625, 816478.25, 644188.6875, 1050390.75, 764179.9375, 862206, 733267.875, 826549.3125, 833543.8125, 668387.375, 884112.625, 717222.625, 770505.5625, 711813.25, 791381.25, 771110.25, 837059.625, 905081.5625, 972903.625, 1097503.875, 973345.25, 662936.8125, 663452.125, 759298.625, 546375.625, 654533.375, 818765.625, 678716.3125, 642340.625, 196433.65625, 674727.0625, 622132.0625, 849751.4375, 515583.15625, 584413.0625, 564296.5, 846817.3125, 685421.9375, 698033.875, 662309.5625, 663876.4375, 628199.0625, 647487.625, 764374.8125, 624299.75, 522510.625, 595686, 523632.1875, 665721.9375, 533472.125, 758226.5, 766878, 610320.9375, 622901.8125, 835233.625, 488802.15625, 486977.34375, 688171.4375, 607099.9375, 597500.5625, 418182.5625, 399362.34375, 479462.84375, 570870.5625, 526647.5625, 546792.4375, 651580.8125, 360330.875, 553749.25, 555056.75, 755337.5625, 584049.75, 483982.5625, 558346.4375, 620820.625, 549059.4375, 515961.125, 738376.0625, 712349.75, 518550.5, 490526.96875, 636377.8125, 550021.1875, 544698.0625, 539713.375, 476952.21875, 676384.75, 590235.625, 780995.625, 500164.75, 493888.25, 751217.75, 475184.4375, 793721.6875, 582759.75, 761846.5625, 436939.5, 468770.3125, 591724.125, 357682.375, 480547.96875, 651197.1875, 401008.34375, 598820, 631007.8125, 478197.71875, 681909.5]	[599.85712, 599.85699, 599.85657, 599.85724, 599.85712, 599.85681, 599.85712, 599.85724, 599.8573, 599.85724, 599.85712, 599.85687, 599.85742, 599.85699, 599.85669, 599.85699, 599.85718, 599.85699, 599.85699, 599.85699, 599.85706, 599.85718, 599.85693, 599.85693, 599.85736, 599.85699, 599.85724, 599.85742, 599.85699, 599.85693, 599.85712, 599.85699, 599.85718, 599.85718, 599.85699, 599.85699, 599.85748, 599.85736, 599.85657, 599.85638, 599.85742, 599.8573, 599.85693, 599.85712, 599.85736, 599.85748, 599.85712, 599.85736, 599.85712, 599.85681, 599.85754, 599.85742, 599.85712, 599.85651, 599.85693, 599.85645, 599.85681, 599.85693, 599.85675, 599.85754, 599.85724, 599.85718, 599.85748, 599.85718, 599.85663, 599.85687, 599.85669, 599.85699, 599.85669, 599.85706, 599.85693, 599.85748, 599.85651, 599.85699, 599.85675, 599.85767, 599.85712, 599.85681, 599.85651, 599.85681, 599.85712, 599.85681, 599.85632, 599.8573, 599.85675, 599.85712, 599.85681, 599.85681, 599.85663, 599.85669, 599.85724, 599.85669, 599.85687, 599.85718, 599.85712, 599.85712, 599.85693, 599.85699, 599.85706, 599.85675, 599.85699, 599.85693, 599.85687, 599.85681, 599.85681, 599.85718, 599.85675, 599.85724, 599.85706, 599.85724, 599.85651, 599.85669, 599.85742, 599.85675, 599.85681, 599.85687, 599.85754]	3
52.45331	47517.58984	63576.43359	2	599.90594	52.45331	52.45944	0	0	18901	1635	[0, 1]	[47517.58984, 16058.84375]	[599.90613, 599.90521]	-1
52.70979	778540.6875	35321504	73	600.35883	52.45331	53.07027	0	0	18995	1636	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]	[630441.5625, 571824.75, 634626.875, 635212.375, 603534.6875, 573940.4375, 599320.4375, 438142.125, 436711.78125, 390077.1875, 505624.40625, 617922.875, 514186.84375, 567279.75, 682061, 506246.6875, 485184.4375, 506620.28125, 653027.75, 564282.875, 593614.125, 582071.3125, 565927.9375, 514441.3125, 610954.5625, 547721.5, 614651.625, 470568.53125, 617559.6875, 717393.75, 778540.6875, 398498.78125, 505157.4375, 628275.8125, 393744.875, 371655.59375, 459583.03125, 470964.1875, 616555.9375, 116133.25, 484361.59375, 496313.6875, 489909.40625, 330891.78125, 360534.875, 333895.8125, 489808.0625, 445323.03125, 397235.71875, 598087.375, 535635.9375, 497029.8125, 346651.40625, 513765.84375, 353942.5, 341755.40625, 414578.78125, 295948.1875, 473031.90625, 367179.90625, 473863.4375, 537463.1875, 393220.71875, 441030.8125, 479685, 342433.34375, 331862.46875, 395879.875, 515901.375, 347889.0625, 217049.21875, 271242.40625, 317814.375]	[600.35864, 600.35864, 600.35852, 600.35876, 600.35876, 600.35895, 600.35889, 600.35889, 600.35907, 600.35895, 600.35895, 600.35883, 600.35846, 600.35883, 600.35895, 600.35883, 600.35883, 600.35876, 600.35858, 600.35889, 600.35858, 600.35883, 600.35883, 600.35846, 600.35889, 600.35858, 600.35889, 600.35889, 600.35913, 600.35925, 600.35901, 600.35895, 600.35919, 600.35895, 600.35883, 600.3598, 600.3587, 600.35822, 600.35938, 600.35901, 600.35889, 600.35925, 600.35889, 600.35944, 600.35913, 600.35895, 600.35907, 600.35883, 600.35962, 600.35901, 600.35895, 600.35889, 600.35907, 600.35889, 600.35925, 600.35846, 600.3587, 600.35876, 600.35852, 600.35907, 600.35913, 600.35968, 600.35901, 600.35864, 600.35962, 600.35895, 600.35901, 600.35956, 600.35876, 600.35919, 600.35883, 600.3595, 600.35822]	3
53.26325	619831.375	16543057	44	600.35907	53.07922	53.41626	0	0	19198	1637	[73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]	[315752.96875, 327120.46875, 388586.8125, 469905.75, 256090.60938, 423269.625, 350122.8125, 462390, 491326.0625, 355790.25, 319678.34375, 372863.1875, 332689.1875, 356465.46875, 447907.65625, 394619.5, 366576.0625, 258201.21875, 415078.1875, 387130.1875, 278745.03125, 351822.78125, 428543.5625, 413798.46875, 463995.65625, 619831.375, 378576.46875, 351691.15625, 361678.0625, 297528.03125, 425292.5, 451852.53125, 424411.0625, 348759.8125, 276457.09375, 385062.875, 241371.1875, 306591.15625, 402044.03125, 280287.96875, 393026.125, 419988.34375, 310802.0625, 439336.65625]	[600.35907, 600.35944, 600.35962, 600.35919, 600.35858, 600.35925, 600.35938, 600.35895, 600.35901, 600.35864, 600.35858, 600.35907, 600.35901, 600.35944, 600.35925, 600.35846, 600.35883, 600.35876, 600.35956, 600.35913, 600.35919, 600.35931, 600.35919, 600.35925, 600.35864, 600.35876, 600.35864, 600.35889, 600.35919, 600.35907, 600.35864, 600.35919, 600.35809, 600.35938, 600.35925, 600.3587, 600.35901, 600.35858, 600.35889, 600.35968, 600.35876, 600.35938, 600.35944, 600.35919]	560
52.46841	53637.48828	133471.875	3	600.4693	52.45331	52.46841	0	0	18906	1638	[0, 1, 2]	[36711.60938, 43122.77734, 53637.48828]	[600.47009, 600.46887, 600.46893]	-1
52.48818	288647.875	1913511.5	9	600.86017	52.45331	52.51793	0	0	18915	1639	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[176217.39062, 175937.79688, 265281.1875, 207157.01562, 288647.875, 258814.57812, 181176.64062, 192664.75, 167614.3125]	[600.86078, 600.86145, 600.85925, 600.85968, 600.86011, 600.85962, 600.85956, 600.8606, 600.86115]	822
52.70083	284969.09375	6017222.5	33	600.86023	52.52826	52.81844	0	0	18991	1640	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[160589.21875, 179206.73438, 120231.38281, 192769.32812, 224045.14062, 183355.34375, 206960.45312, 194430.625, 185014.32812, 216588.73438, 198206.51562, 187709.46875, 120929.50781, 186343.0625, 219086.90625, 193571.79688, 230116.15625, 193565.10938, 197321.53125, 225474.1875, 284969.09375, 245486.4375, 197052.9375, 123903.70312, 211570.40625, 149418.42188, 144280.17188, 190530.95312, 175687.67188, 153986.89062, 41001.46094, 128581.60938, 155237.6875]	[600.8606, 600.8595, 600.86157, 600.8609, 600.86023, 600.8598, 600.85962, 600.85986, 600.86066, 600.86053, 600.85974, 600.86096, 600.85876, 600.86041, 600.86066, 600.86029, 600.8595, 600.86023, 600.85901, 600.85992, 600.86023, 600.86023, 600.86084, 600.86084, 600.85968, 600.86053, 600.86115, 600.86157, 600.86023, 600.85803, 600.85986, 600.86035, 600.8598]	3
52.95659	249823.0625	10938938	75	600.86035	52.82727	53.41626	0	0	19092	1641	[42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]	[188360.96875, 84814.44531, 120747.90625, 175807.65625, 218651.0625, 156446.64062, 149837.21875, 214955.64062, 155477.60938, 155111.09375, 158324.4375, 236322.5, 117606.16406, 105562.45312, 188937.28125, 128916.875, 249823.0625, 150144.51562, 166805.75, 148866.28125, 169017.53125, 144386.10938, 182800.59375, 153601.70312, 134396.34375, 201786.73438, 126570.78906, 170690.26562, 67986.20312, 102153.42188, 136424.46875, 162886.8125, 143539.42188, 146234.8125, 121198.17188, 126412.23438, 134587.14062, 125287.9375, 209247.6875, 106696.75, 147177.0625, 79346.53906, 136883.5, 133569.34375, 135006.92188, 209823.5625, 189531.85938, 121350.79688, 138366.71875, 133611.96875, 109929.79688, 97642.21094, 189522, 153599.07812, 99811.75, 171030.51562, 198480.9375, 128844.74219, 115646.10938, 167466.25, 165843.15625, 149318.64062, 109207.46875, 171247.28125, 110004.5625, 115384.07812, 147177.89062, 103985.58594, 66303.82031, 165101.57812, 81179.25781, 155492.35938, 138902.51562, 111040.74219, 154683.14062]	[600.86053, 600.86096, 600.86145, 600.86053, 600.85974, 600.86084, 600.86279, 600.86047, 600.86084, 600.86176, 600.8598, 600.86035, 600.86273, 600.85925, 600.86157, 600.86084, 600.86011, 600.86115, 600.86047, 600.8595, 600.86053, 600.86047, 600.86108, 600.86084, 600.85876, 600.85913, 600.86011, 600.85956, 600.85889, 600.86163, 600.86011, 600.85992, 600.86078, 600.86145, 600.85944, 600.86139, 600.8595, 600.86053, 600.86053, 600.86029, 600.85931, 600.85577, 600.86017, 600.85876, 600.85992, 600.86066, 600.85999, 600.86072, 600.85895, 600.85913, 600.86017, 600.8609, 600.86011, 600.86133, 600.85803, 600.86127, 600.85974, 600.8606, 600.86023, 600.86029, 600.85956, 600.85876, 600.86035, 600.85956, 600.85974, 600.86194, 600.85992, 600.86121, 600.86084, 600.86047, 600.85919, 600.86053, 600.85999, 600.86194, 600.86017]	560
52.48818	150977.07812	1667301.625	23	601.284	52.45331	52.63889	0	0	18915	1642	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[91063.22656, 58587.40234, 103615.30469, 67093.57812, 150977.07812, 81551.04688, 93682.92188, 52105.11719, 20539.60938, 54499.04297, 66078.08594, 100791.69531, 45179.17578, 146521.1875, 51761.375, 69012.57812, 61001.42188, 58559.76172, 65496.60156, 41881.94141, 69825.25781, 23776.13867, 93702.01562]	[601.28357, 601.28326, 601.2843, 601.28485, 601.28333, 601.28461, 601.28271, 601.28448, 601.28461, 601.2843, 601.28442, 601.28363, 601.28314, 601.28461, 601.28351, 601.28467, 601.28473, 601.28522, 601.28387, 601.28448, 601.28345, 601.28455, 601.28339]	-1
52.53982	75790.49219	650257.4375	13	601.36212	52.45331	52.55588	0	0	18934	1643	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[63397.71094, 35284.36719, 55157.96094, 66510.80469, 67473.99219, 58156.3125, 44722.29297, 38404.24609, 22695.20703, 34776.23438, 75790.49219, 40214.38281, 47673.46484]	[601.36188, 601.36029, 601.36169, 601.36224, 601.36255, 601.36285, 601.36371, 601.36243, 601.36121, 601.36475, 601.36108, 601.36212, 601.36072]	822
52.45331	58948.77344	254755.75	6	601.82605	52.45331	52.4941	0	0	18901	1644	[0, 1, 2, 3, 4, 5]	[58948.77344, 42932.48047, 55062.44141, 44327.60547, 27651.3418, 25833.10742]	[601.82715, 601.82611, 601.82556, 601.82678, 601.8255, 601.82385]	-1
52.45944	41610.39844	95720.3125	3	601.86597	52.45331	52.46841	0	0	18902	1645	[0, 1, 2]	[22396.70312, 41610.39844, 31713.20703]	[601.86536, 601.8645, 601.86823]	-1
52.46841	95098.71875	827447.1875	14	605.87469	52.45331	52.56754	0	0	18906	1646	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[57743.32031, 47740.62109, 95098.71875, 61414.94531, 75047.3125, 63344.16797, 25966.31641, 49828.66797, 49106.53516, 60401.87891, 27881.76758, 70191.26562, 76688.71875, 66993.04688]	[605.87518, 605.87561, 605.87421, 605.87518, 605.87408, 605.87335, 605.87512, 605.87445, 605.87616, 605.87567, 605.87231, 605.87561, 605.87219, 605.87592]	-1
52.46841	52110.39844	107236.26562	3	607.24445	52.45331	52.46841	0	0	18906	1647	[0, 1, 2]	[36828.03906, 18297.82812, 52110.39844]	[607.24457, 607.24469, 607.24426]	-1
52.54578	95763.84375	1449522.875	20	607.87476	52.45331	52.61341	0	0	18935	1648	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[67117.46875, 70183, 55430.28125, 73894.29688, 95606.30469, 87748.32031, 52357.76953, 42274.98047, 75243.71875, 64674.83203, 69634.88281, 95763.84375, 81058.14062, 52687.88281, 68142.82031, 88727.13281, 73949.82812, 64749.43359, 79767.5625, 90510.39062]	[607.87677, 607.87469, 607.87384, 607.8736, 607.87585, 607.875, 607.87531, 607.87433, 607.87415, 607.87482, 607.87549, 607.87732, 607.87268, 607.87439, 607.87494, 607.87555, 607.87427, 607.87488, 607.87366, 607.87262]	-1
52.45331	44635.41406	120352.27344	3	608.3504	52.45331	52.46841	0	0	18901	1649	[0, 1, 2]	[44635.41406, 33955.12109, 41761.74219]	[608.34991, 608.35217, 608.34937]	-1
52.89437	715931.0625	54368340	117	610.18549	52.45331	53.41626	0	0	19072	1650	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]	[388695.9375, 428880.0625, 444310.34375, 619675.4375, 568161.5, 481219.71875, 462614.78125, 347047.5, 356501.71875, 369310.84375, 348545.03125, 531466.4375, 427542.78125, 456552.125, 504577.25, 501554.28125, 389824.5625, 416307.15625, 546539, 480392.1875, 546405.5625, 320856.46875, 456860.34375, 355235.875, 416195.8125, 423194.875, 350058, 524299.3125, 619883.4375, 517069.09375, 596156.8125, 457098.625, 395854.28125, 552034.75, 313875.1875, 342250.4375, 519256.0625, 541859.0625, 449686.34375, 425227.84375, 571849.4375, 512514.125, 547063.5, 320477.84375, 429514.75, 355234.84375, 554051.75, 393017.78125, 419994.0625, 418544.9375, 715931.0625, 509562.90625, 435433.03125, 684300.0625, 463317.21875, 310575.625, 648759.5, 468475.59375, 481147.15625, 382956.0625, 465753.78125, 472906, 384590.9375, 452962.9375, 555943, 357050.5, 329684.3125, 598384.3125, 665825.375, 489649.15625, 437107.84375, 275933.9375, 409836.34375, 392053.40625, 460790.5, 462852.625, 579968.8125, 349488.375, 533526.1875, 486667.875, 555094.375, 433929.125, 456815, 504020.875, 463491.71875, 541036.125, 437834, 630391.1875, 475661.78125, 630579.0625, 483141.15625, 592700.9375, 463060.4375, 442653.25, 465109.15625, 458177.46875, 550929.875, 651752.75, 549434.625, 374701.90625, 348427.375, 481812.0625, 338188.71875, 277646.96875, 502295, 616623.9375, 423515.0625, 346336.1875, 495795.1875, 253162.5, 444091.84375, 498702.65625, 336815.0625, 519942.0625, 500676.59375, 375142.65625, 471873.4375]	[610.18542, 610.18549, 610.18524, 610.18536, 610.18536, 610.18555, 610.18567, 610.18567, 610.18518, 610.18561, 610.18561, 610.18561, 610.18573, 610.18542, 610.18512, 610.18555, 610.18573, 610.18536, 610.18561, 610.1853, 610.18542, 610.18549, 610.18573, 610.18549, 610.18555, 610.18542, 610.18585, 610.18561, 610.18542, 610.18518, 610.18567, 610.18555, 610.18549, 610.18555, 610.18542, 610.18561, 610.18585, 610.18561, 610.18542, 610.18561, 610.18524, 610.18573, 610.18542, 610.18561, 610.18561, 610.18524, 610.18549, 610.18585, 610.18555, 610.18561, 610.18542, 610.18561, 610.18536, 610.18536, 610.18555, 610.18549, 610.18518, 610.18542, 610.18524, 610.18597, 610.18549, 610.18561, 610.18555, 610.18561, 610.18549, 610.18555, 610.18555, 610.18524, 610.18536, 610.18561, 610.18536, 610.18573, 610.18549, 610.18542, 610.18536, 610.18555, 610.18561, 610.18555, 610.18542, 610.1853, 610.18542, 610.18555, 610.18561, 610.18536, 610.18567, 610.18518, 610.18555, 610.18518, 610.18524, 610.18536, 610.18524, 610.18536, 610.18567, 610.18555, 610.18561, 610.18542, 610.18555, 610.18524, 610.18555, 610.18542, 610.18536, 610.18567, 610.18561, 610.18549, 610.18555, 610.18524, 610.18542, 610.18536, 610.18536, 610.18536, 610.18549, 610.18542, 610.18561, 610.1853, 610.18555, 610.18573, 610.18524]	753
52.89437	398472.40625	18140756	72	611.18628	52.45331	53.06523	0	0	19072	1651	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71]	[232251.46875, 232463.8125, 252716.60938, 265913.6875, 303920.53125, 248421.5, 288528.3125, 195240.15625, 211598.5625, 198906.375, 200335.92188, 237898.6875, 245910.34375, 238315.20312, 304455.8125, 205329.20312, 232989.51562, 262376.375, 322741.90625, 217606.75, 232295.17188, 214466.5, 248699.92188, 223998.76562, 247839.04688, 242666.92188, 238338.42188, 272455.40625, 304967.625, 325589.375, 305520.09375, 223007.39062, 223885.125, 315536.1875, 220072.85938, 188338.29688, 267034.75, 372671.40625, 185327.32812, 217289.0625, 296351.28125, 295141.75, 338640.03125, 197478.0625, 270897.53125, 160193.42188, 234490.04688, 246451.10938, 222622.0625, 236832.48438, 398472.40625, 263223.28125, 215149.01562, 339048.3125, 300485.8125, 176977.6875, 302665.65625, 213911.65625, 312581.03125, 182758.85938, 281522.21875, 224379.84375, 236676.96875, 231264.96875, 241045.76562, 236608.625, 197055.20312, 306894.0625, 367604.875, 243501.85938, 247828.20312, 154082.73438]	[611.18616, 611.18597, 611.18573, 611.18604, 611.1861, 611.18561, 611.18573, 611.18622, 611.18585, 611.18567, 611.1864, 611.18622, 611.18549, 611.18555, 611.18579, 611.18604, 611.18573, 611.18628, 611.18628, 611.18634, 611.18555, 611.18591, 611.18616, 611.18634, 611.18665, 611.18616, 611.18677, 611.18579, 611.18604, 611.18616, 611.18634, 611.18628, 611.18646, 611.18597, 611.18573, 611.18561, 611.18622, 611.18561, 611.18561, 611.18628, 611.18573, 611.18665, 611.18604, 611.18591, 611.18622, 611.18604, 611.18622, 611.18604, 611.18573, 611.18573, 611.18573, 611.18585, 611.18646, 611.18585, 611.18658, 611.18683, 611.18634, 611.18573, 611.18616, 611.18591, 611.18591, 611.18597, 611.1861, 611.18555, 611.18604, 611.18677, 611.1864, 611.18597, 611.1861, 611.1864, 611.18695, 611.18689]	753
53.1942	399334.375	11252991	45	611.18634	53.07027	53.41626	0	0	19174	1652	[72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116]	[191462.4375, 181932.17188, 197995.26562, 276169.65625, 341819.40625, 263351.65625, 286422.75, 281517.125, 249428.39062, 224342.9375, 248972.57812, 246241.84375, 237855.20312, 269355.5625, 209472.70312, 276955.53125, 208238.75, 399334.375, 281284.28125, 281041.5625, 248382.64062, 272651.28125, 261002.71875, 266142.53125, 292160.84375, 304588.09375, 284109.21875, 243186.6875, 171534.96875, 243112.6875, 212950.17188, 143600.625, 280413.71875, 294909.71875, 270638.34375, 191512.40625, 255336.375, 149212.60938, 218482.67188, 280271.28125, 173631.23438, 293117.40625, 273350, 205469.54688, 270030.6875]	[611.1861, 611.18707, 611.18597, 611.18604, 611.18652, 611.18567, 611.18542, 611.18628, 611.18628, 611.18597, 611.1861, 611.1864, 611.18573, 611.18622, 611.1861, 611.1861, 611.18726, 611.18591, 611.18634, 611.18628, 611.18646, 611.18579, 611.18616, 611.18616, 611.18628, 611.18622, 611.18634, 611.18634, 611.18616, 611.1864, 611.18671, 611.18634, 611.18634, 611.18646, 611.18579, 611.18646, 611.18573, 611.18616, 611.18591, 611.1861, 611.18597, 611.18628, 611.18634, 611.1864, 611.1864]	-1
53.00682	244345.25	12314276	72	612.18292	52.45331	53.06523	0	0	19109	1653	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71]	[141024.03125, 164141.75, 207550.20312, 210000.15625, 231209.6875, 166072.26562, 158206.10938, 133086.98438, 163337, 133656.32812, 126002.57031, 192270.65625, 127349.16406, 171659.46875, 190705.39062, 170238.5625, 171901.14062, 148963.14062, 173931.42188, 146962.625, 216987.14062, 191413.125, 160034.90625, 134819.375, 159022.375, 167297.35938, 183702.95312, 190509.59375, 232336.35938, 200477.78125, 181824.76562, 167692.4375, 187001.59375, 177597.28125, 171030.57812, 132168.40625, 196299.65625, 193186.95312, 153938.125, 163399, 172116.60938, 191177.875, 176796.625, 109954.82031, 142543.8125, 137967.40625, 192226.875, 157862.79688, 190866.875, 156890.78125, 239008.46875, 196850.48438, 134361.20312, 173157.5625, 202812.57812, 149892.03125, 221588.04688, 139353.42188, 199676.76562, 126161.375, 147910.10938, 197345.60938, 151042.10938, 147911.35938, 244345.25, 178216.04688, 130989.60156, 191750.0625, 226731.39062, 152175.125, 124026.73438, 121557.07812]	[612.1842, 612.18365, 612.18304, 612.18341, 612.18286, 612.18304, 612.18372, 612.18347, 612.18372, 612.18317, 612.18274, 612.18304, 612.18268, 612.18329, 612.18262, 612.18341, 612.18292, 612.18359, 612.18359, 612.18231, 612.18341, 612.18311, 612.18384, 612.18213, 612.18268, 612.1825, 612.1828, 612.18219, 612.18317, 612.18323, 612.18341, 612.18256, 612.18323, 612.18207, 612.18323, 612.18427, 612.18298, 612.18372, 612.18243, 612.18298, 612.18329, 612.18298, 612.18359, 612.18225, 612.18298, 612.18311, 612.18353, 612.1825, 612.18262, 612.18243, 612.1828, 612.18365, 612.18225, 612.18256, 612.18329, 612.18268, 612.1828, 612.18329, 612.18274, 612.18311, 612.18359, 612.18286, 612.18347, 612.18384, 612.18378, 612.18219, 612.18329, 612.18304, 612.18347, 612.18402, 612.18329, 612.1839]	514
53.32662	283196.84375	6474258.5	38	612.18317	53.07027	53.36084	0	0	19224	1654	[72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]	[133979.45312, 101346.33594, 146735.9375, 182552.70312, 195928.42188, 143446.39062, 226622.54688, 145592.98438, 197348.29688, 169608.76562, 190426.6875, 178143.8125, 177889.125, 181078.3125, 169317.59375, 200177.34375, 176507.09375, 261551.29688, 172085.09375, 189346.6875, 177130.57812, 133135.60938, 160493.45312, 200999.34375, 189640.95312, 225096.85938, 239955.48438, 149570.42188, 138067.78125, 159908.125, 126576.51562, 94615.71875, 163285.29688, 283196.84375, 145062.70312, 115945.53906, 148242.98438, 83649.71875]	[612.18262, 612.18274, 612.18311, 612.18298, 612.18329, 612.18292, 612.18298, 612.18329, 612.18268, 612.18298, 612.18262, 612.18298, 612.18402, 612.18323, 612.18341, 612.18427, 612.18188, 612.18262, 612.1839, 612.18341, 612.18384, 612.18286, 612.18304, 612.1825, 612.18384, 612.18372, 612.18292, 612.18317, 612.18347, 612.1839, 612.18237, 612.18243, 612.18359, 612.18353, 612.18323, 612.18365, 612.18463, 612.18372]	389
53.37916	233859.0625	1278907.625	7	612.18329	53.36751	53.41626	0	0	19244	1655	[110, 111, 112, 113, 114, 115, 116]	[123891.09375, 233859.0625, 118694.96094, 188180.5625, 229887.14062, 162267.07812, 222127.78125]	[612.18304, 612.18298, 612.18274, 612.18457, 612.18335, 612.18359, 612.1828]	445
