rtApex	intensityApex	intensitySum	nScans	mz	rtStart	rtEnd	FAIMS	im	scanApex	hill_idx	hills_scan_lists	hills_intensity_list	hills_mz_array	feature_idx
52.70083	83273.86719	982203.4375	16	508.90421	52.65047	52.78476	0	0	18991	5147	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]	[77596.875, 67213.10156, 71277.65625, 60517.87891, 56838.10938, 75452.27344, 83273.86719, 68052.99219, 56934.19141, 56546.17188, 65156.76172, 54326.32031, 41203.55859, 24335.00391, 61475.46094, 62003.25781]	[508.90485, 508.90497, 508.90521, 508.90491, 508.90448, 508.90417, 508.90353, 508.9035, 508.90494, 508.90393, 508.90341, 508.90463, 508.90283, 508.9017, 508.90396, 508.90405]	1250
52.79515	628425.5	1633817.125	18	512.41681	52.65047	52.80812	0	0	19031	5148	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]	[53603.09766, 59640.63281, 23635.9668, 55452.90625, 77100.96094, 57519.00391, 115684.82812, 53107.13672, 61920.49219, 88379.69531, 29137.59766, 25412.8457, 119168.42188, 59938.39453, 49204.37891, 25322.70508, 628425.5, 51162.65234]	[512.41675, 512.41663, 512.41736, 512.41681, 512.41693, 512.41681, 512.41589, 512.41669, 512.41699, 512.41699, 512.41528, 512.41693, 512.41705, 512.41681, 512.41626, 512.41498, 512.41681, 512.41693]	-1
52.65658	42277.88672	73213.57031	2	521.21704	52.65047	52.65658	0	0	18974	5149	[23, 24]	[30935.68164, 42277.88672]	[521.21637, 521.21753]	-1
52.65658	42836.65625	68935.16406	2	524.20752	52.65047	52.65658	0	0	18974	5150	[23, 24]	[26098.50977, 42836.65625]	[524.2077, 524.2074]	-1
52.65047	28752.27344	52280.70312	2	524.62549	52.65047	52.65658	0	0	18973	5151	[23, 24]	[28752.27344, 23528.43164]	[524.62518, 524.62579]	-1
52.70083	82023.19531	595157.0625	13	528.1142	52.65047	52.75836	0	0	18991	5152	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[81513.59375, 46956.34375, 31348.31445, 53328.53906, 63464.00781, 50318.85938, 82023.19531, 22898.11523, 20375.29688, 23527.92969, 76387.55469, 23247.70898, 19767.5957]	[528.11377, 528.11517, 528.11475, 528.11536, 528.11414, 528.11395, 528.11462, 528.11359, 528.1145, 528.11359, 528.11359, 528.11359, 528.11316]	-1
52.65047	57236.6875	78438.59375	2	530.32629	52.65047	52.65658	0	0	18973	5153	[23, 24]	[57236.6875, 21201.90625]	[530.32587, 530.32745]	-1
52.65658	56494.17578	80703.46094	2	540.164	52.65047	52.65658	0	0	18974	5154	[23, 24]	[24209.28711, 56494.17578]	[540.16223, 540.16473]	-1
52.69494	82435.1875	305623.40625	6	543.90869	52.65047	52.69494	0	0	18990	5155	[23, 24, 25, 26, 27, 28]	[55017.79688, 56079.14844, 59241.24609, 26239.23828, 26610.79102, 82435.1875]	[543.90851, 543.90869, 543.90833, 543.90967, 543.90967, 543.90845]	-1
52.65047	54629.58984	73070.89062	2	548.56061	52.65047	52.65658	0	0	18973	5156	[23, 24]	[54629.58984, 18441.30078]	[548.55994, 548.56256]	-1
52.65658	49230.57812	74061.64062	2	549.92285	52.65047	52.65658	0	0	18974	5157	[23, 24]	[24831.06055, 49230.57812]	[549.92145, 549.92358]	-1
52.65658	25385.51562	47386.50781	2	554.11353	52.65047	52.65658	0	0	18974	5158	[23, 24]	[22000.99414, 25385.51562]	[554.11273, 554.11407]	-1
52.65658	65444.08984	95513.45312	2	556.44275	52.65047	52.65658	0	0	18974	5159	[23, 24]	[30069.36133, 65444.08984]	[556.44177, 556.44324]	-1
52.65658	59529.66406	85182.79688	2	561.85004	52.65047	52.65658	0	0	18974	5160	[23, 24]	[25653.12891, 59529.66406]	[561.8512, 561.84961]	-1
52.65658	40899.05078	67809.23438	2	568.92035	52.65047	52.65658	0	0	18974	5161	[23, 24]	[26910.17969, 40899.05078]	[568.92017, 568.92047]	-1
52.65047	49515.05078	68074.15625	2	570.19714	52.65047	52.65658	0	0	18973	5162	[23, 24]	[49515.05078, 18559.10547]	[570.19727, 570.1969]	-1
52.65047	93148.45312	134759.54688	2	573.62109	52.65047	52.65658	0	0	18973	5163	[23, 24]	[93148.45312, 41611.09766]	[573.62103, 573.62115]	-1
52.66554	55879.73047	117317.40625	3	583.87317	52.65047	52.66554	0	0	18978	5164	[23, 24, 25]	[26143.96094, 35293.71875, 55879.73047]	[583.87543, 583.87335, 583.87195]	-1
52.65047	59399.04688	80125.76562	2	588.93347	52.65047	52.65658	0	0	18973	5165	[23, 24]	[59399.04688, 20726.71484]	[588.93427, 588.93103]	-1
52.70083	73703.3125	382213.9375	8	595.99225	52.65047	52.70979	0	0	18991	5166	[23, 24, 25, 26, 27, 28, 29, 30]	[64005.38281, 46574.74609, 29919.01953, 64169.96484, 25774.73438, 26410.13672, 73703.3125, 51656.63281]	[595.9906, 595.99164, 595.99194, 595.99426, 595.99127, 595.99261, 595.99249, 595.99225]	-1
52.70083	106284.8125	451310.09375	8	606.02478	52.65047	52.70979	0	0	18991	5167	[23, 24, 25, 26, 27, 28, 29, 30]	[31258.83594, 72036.78125, 67656.0625, 24830.68945, 45573.33984, 28793.43555, 106284.8125, 74876.13281]	[606.02545, 606.02551, 606.02423, 606.02545, 606.02393, 606.02478, 606.02466, 606.02454]	-1
52.67161	85562.35938	193936.64062	4	614.34216	52.65047	52.67161	0	0	18979	5168	[23, 24, 25, 26]	[26392.61133, 51651.46484, 30330.20508, 85562.35938]	[614.34045, 614.34222, 614.3429, 614.34235]	284
52.65047	56223.15234	94696.76562	2	618.84259	52.65047	52.65658	0	0	18973	5169	[23, 24]	[56223.15234, 38473.61328]	[618.84222, 618.8432]	-1
52.65658	106363.30469	598375.25	8	622.00952	52.65047	52.70979	0	0	18974	5170	[23, 24, 25, 26, 27, 28, 29, 30]	[85788.29688, 106363.30469, 59652.89453, 63265.70312, 48460.01953, 90366.55469, 70394.67969, 74083.79688]	[622.01062, 622.00909, 622.00879, 622.00922, 622.01038, 622.00977, 622.00903, 622.00934]	-1
52.65047	25567.90039	47088.40625	2	650.83936	52.65047	52.65658	0	0	18973	5171	[23, 24]	[25567.90039, 21520.50391]	[650.84125, 650.83716]	-1
52.65047	30448.23438	81031.92188	3	717.92084	52.65047	52.66554	0	0	18973	5172	[23, 24, 25]	[30448.23438, 21561.48828, 29022.19922]	[717.92041, 717.92035, 717.92151]	-1
52.65047	56317.26172	129467.48438	3	802.41687	52.65047	52.66554	0	0	18973	5173	[23, 24, 25]	[56317.26172, 41896.61719, 31253.60938]	[802.4151, 802.41821, 802.41815]	-1
52.65658	37480.27734	63009.19141	2	873.65118	52.65047	52.65658	0	0	18974	5174	[23, 24]	[25528.91406, 37480.27734]	[873.65173, 873.65088]	-1
52.65658	42804.9375	94035.76562	3	888.76465	52.65047	52.66554	0	0	18974	5175	[23, 24, 25]	[26095.61719, 42804.9375, 25135.20898]	[888.76654, 888.76355, 888.7644]	-1
52.66554	19017.53906	33624.50391	2	362.06628	52.65658	52.66554	0	0	18978	5176	[24, 25]	[14606.96484, 19017.53906]	[362.06653, 362.0661]	-1
52.66554	24683.51367	32660.67773	2	362.99332	52.65658	52.66554	0	0	18978	5177	[24, 25]	[7977.16357, 24683.51367]	[362.99289, 362.99347]	-1
52.67161	19418.67578	50156.29297	3	363.40549	52.65658	52.67161	0	0	18979	5178	[24, 25, 26]	[15578.24609, 15159.37207, 19418.67578]	[363.40631, 363.40457, 363.40555]	-1
52.66554	19766.82422	51169.74609	3	364.0466	52.65658	52.67161	0	0	18978	5179	[24, 25, 26]	[17774.67578, 19766.82422, 13628.24512]	[364.04633, 364.04642, 364.04715]	-1
52.70083	31650.25391	357300.875	18	365.02286	52.65658	52.81844	0	0	18991	5180	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[18087.73047, 14960.58594, 27095.67188, 20777.30859, 22722.12891, 31650.25391, 23810.64844, 21060.12891, 12548.4541, 21405.15625, 24070.65625, 16423.38477, 20296.69141, 16851.60938, 11851.25586, 12732.85742, 18080.73242, 22875.69141]	[365.02313, 365.02332, 365.02365, 365.02341, 365.02328, 365.02139, 365.02252, 365.02335, 365.02338, 365.0224, 365.0239, 365.02191, 365.02356, 365.0228, 365.02179, 365.0238, 365.02206, 365.0213]	-1
52.67161	47040.80469	264769.875	11	365.90076	52.65658	52.74671	0	0	18979	5181	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[19366.41406, 18001.19727, 47040.80469, 26716.04492, 28052.76367, 28711.75586, 18844.49805, 10895.64551, 24815.59375, 26492.4375, 15832.72168]	[365.90109, 365.90036, 365.90048, 365.90109, 365.9017, 365.90002, 365.9003, 365.90018, 365.90112, 365.90079, 365.90073]	-1
52.66554	14365.69629	26164.63086	2	366.23898	52.65658	52.66554	0	0	18978	5182	[24, 25]	[11798.93457, 14365.69629]	[366.23947, 366.23859]	-1
52.66554	45683.73828	58110.14062	2	366.95074	52.65658	52.66554	0	0	18978	5183	[24, 25]	[12426.40137, 45683.73828]	[366.95035, 366.95087]	-1
52.70083	75167.4375	435281.3125	10	366.95883	52.65658	52.74168	0	0	18991	5184	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	[17093.27148, 59354.95703, 57014.86328, 22879.02344, 65776.83594, 75167.4375, 72499.44531, 8553.65723, 25961.2832, 30980.54297]	[366.95895, 366.95959, 366.95834, 366.95993, 366.95868, 366.95862, 366.95801, 366.95898, 366.96036, 366.95859]	340
52.65658	25455.79688	67238.5625	3	370.04517	52.65658	52.67161	0	0	18974	5185	[24, 25, 26]	[25455.79688, 18267.23242, 23515.53125]	[370.04507, 370.04486, 370.04547]	-1
52.77719	48021.88672	298404.09375	15	371.01184	52.65658	52.78476	0	0	19023	5186	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]	[16912.89648, 20892.56055, 21605.15625, 16386.50586, 14204.69922, 17283.48828, 18747.48633, 16108.89648, 14141.89941, 15016.0332, 14253.44531, 16669.71875, 30292.45312, 48021.88672, 17866.95898]	[371.01218, 371.01129, 371.01306, 371.01123, 371.01224, 371.01123, 371.01157, 371.01215, 371.01117, 371.01154, 371.01102, 371.01135, 371.01205, 371.01212, 371.01187]	-1
52.66554	58141.25391	101584.41406	2	371.90176	52.65658	52.66554	0	0	18978	5187	[24, 25]	[43443.16016, 58141.25391]	[371.90204, 371.90155]	-1
52.65658	16138.6582	30452.82617	2	372.22202	52.65658	52.66554	0	0	18974	5188	[24, 25]	[16138.6582, 14314.16797]	[372.22247, 372.2215]	-1
52.66554	18671.10156	28486.11328	2	373.00534	52.65658	52.66554	0	0	18978	5189	[24, 25]	[9815.0127, 18671.10156]	[373.00549, 373.00522]	-1
52.67161	24781.03711	82892.5	5	373.02014	52.65658	52.69494	0	0	18979	5190	[24, 25, 26, 27, 28]	[15381.06543, 13087.39551, 24781.03711, 10125.46387, 19517.53125]	[373.0195, 373.01904, 373.01895, 373.02078, 373.02274]	-1
52.68333	19188.86719	59706.25781	4	373.06476	52.65658	52.68333	0	0	18985	5191	[24, 25, 26, 27]	[17820.62891, 12534.72852, 10162.03516, 19188.86719]	[373.06497, 373.06522, 373.06326, 373.06494]	-1
52.65658	14176.36328	40800.55469	3	373.24332	52.65658	52.67161	0	0	18974	5192	[24, 25, 26]	[14176.36328, 14001.24805, 12622.94141]	[373.24326, 373.24326, 373.24341]	-1
52.73576	48681.04297	338343.09375	14	374.21768	52.65658	52.77719	0	0	19008	5193	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	[11064.6875, 30452.10742, 28881.17773, 18450.28711, 17199.5293, 22749.7832, 48580.99609, 16707.85156, 48681.04297, 15497.44434, 14313.2041, 22980.63867, 19919.10156, 22865.23828]	[374.21823, 374.21759, 374.21765, 374.21777, 374.21753, 374.21732, 374.21771, 374.2178, 374.21765, 374.2178, 374.21826, 374.21774, 374.21756, 374.21768]	-1
52.66554	15612.58301	27159.55859	2	375.94009	52.65658	52.66554	0	0	18978	5194	[24, 25]	[11546.97559, 15612.58301]	[375.93976, 375.94037]	-1
52.65658	14655.42578	26829.23828	2	376.01218	52.65658	52.66554	0	0	18974	5195	[24, 25]	[14655.42578, 12173.8125]	[376.01263, 376.01157]	-1
52.65658	68812.74219	99881.60938	2	376.90439	52.65658	52.66554	0	0	18974	5196	[24, 25]	[68812.74219, 31068.86914]	[376.90424, 376.90472]	-1
52.70083	69025.82031	493463.875	15	376.97778	52.65658	52.78476	0	0	18991	5197	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]	[40239.32031, 64355.19922, 52507.05859, 50039.97266, 22982.55078, 69025.82031, 13686.71582, 8941.40137, 26904.91992, 33046.91797, 21552.85742, 20411.64453, 20693.12305, 24231.77148, 24844.63086]	[376.97836, 376.97861, 376.97726, 376.97742, 376.97821, 376.97754, 376.97839, 376.97754, 376.9776, 376.97766, 376.97708, 376.97675, 376.97833, 376.97781, 376.9776]	-1
52.66554	23438.07422	44256.07031	2	377.23639	52.65658	52.66554	0	0	18978	5198	[24, 25]	[20817.99609, 23438.07422]	[377.23666, 377.23618]	-1
52.69494	19968.29688	97970.5625	6	378.06174	52.65658	52.70083	0	0	18990	5199	[24, 25, 26, 27, 28, 29]	[17997.5625, 11755.06738, 16084.57324, 15197.3877, 19968.29688, 16967.66992]	[378.06256, 378.0625, 378.06113, 378.06186, 378.06073, 378.06198]	-1
52.66554	12358.1416	22562.00781	2	378.11542	52.65658	52.66554	0	0	18978	5200	[24, 25]	[10203.86621, 12358.1416]	[378.11627, 378.11472]	-1
52.66554	19962.78125	32380.55469	2	378.24847	52.65658	52.66554	0	0	18978	5201	[24, 25]	[12417.77441, 19962.78125]	[378.24774, 378.2489]	-1
52.68333	26385.36719	189036.53125	10	378.94156	52.65658	52.74168	0	0	18985	5202	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	[13247.20996, 24026.30859, 25395.18555, 26385.36719, 11181.34961, 16433.89453, 23182.49023, 13735.13281, 10873.20898, 24576.39258]	[378.93848, 378.94083, 378.94287, 378.94171, 378.94226, 378.94263, 378.94055, 378.94275, 378.9422, 378.94159]	1305
52.66554	21636.67188	58798.03125	4	379.4082	52.65658	52.68333	0	0	18978	5203	[24, 25, 26, 27]	[9221.91309, 21636.67188, 14975.04102, 12964.40527]	[379.40756, 379.40897, 379.40778, 379.40796]	-1
52.65658	38980.48828	60961.40234	2	379.94507	52.65658	52.66554	0	0	18974	5204	[24, 25]	[38980.48828, 21980.91406]	[379.94531, 379.94458]	-1
52.66554	15620.00488	27518.97656	2	380.94565	52.65658	52.66554	0	0	18978	5205	[24, 25]	[11898.97266, 15620.00488]	[380.94531, 380.94583]	-1
52.70979	53990.96875	308960.9375	10	381.01797	52.65658	52.74168	0	0	18995	5206	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	[18446.61133, 25624.21875, 22380.05273, 48907.18359, 29754.73438, 31905.04688, 53990.96875, 15180.71484, 43659.51953, 19111.88672]	[381.01855, 381.01791, 381.01883, 381.01801, 381.01776, 381.01797, 381.01755, 381.01752, 381.01834, 381.01718]	1281
52.66554	15973.19727	25925.40234	2	381.91501	52.65658	52.66554	0	0	18978	5207	[24, 25]	[9952.20508, 15973.19727]	[381.91556, 381.91464]	-1
52.66554	58436.60938	139902.45312	5	381.94543	52.65658	52.69494	0	0	18978	5208	[24, 25, 26, 27, 28]	[18290.66016, 58436.60938, 20495.07812, 13617.01855, 29063.08789]	[381.94705, 381.94531, 381.9458, 381.94437, 381.94485]	-1
52.66554	19977.4668	32309.74219	2	382.92154	52.65658	52.66554	0	0	18978	5209	[24, 25]	[12332.27441, 19977.4668]	[382.92163, 382.92148]	-1
52.66554	22287.50391	48390.90234	3	383.01447	52.65658	52.67161	0	0	18978	5210	[24, 25, 26]	[12433.35645, 22287.50391, 13670.04199]	[383.01498, 383.01498, 383.01321]	1041
52.68333	22375.48047	85761.25781	5	383.10114	52.65658	52.69494	0	0	18985	5211	[24, 25, 26, 27, 28]	[15327.54004, 14417.93848, 18363.17188, 22375.48047, 15277.13379]	[383.10168, 383.10065, 383.1011, 383.10129, 383.10071]	-1
52.65658	13900.25293	27538.6543	2	384.01804	52.65658	52.66554	0	0	18974	5212	[24, 25]	[13900.25293, 13638.40137]	[384.01868, 384.01743]	1041
52.67161	41684.28516	73300.42188	3	385.06458	52.65658	52.67161	0	0	18979	5213	[24, 25, 26]	[17110.75977, 14505.37988, 41684.28516]	[385.065, 385.06335, 385.06482]	973
52.66554	51523.55469	126609.73438	3	385.57159	52.65658	52.67161	0	0	18978	5214	[24, 25, 26]	[26245.90625, 51523.55469, 48840.27344]	[385.57181, 385.57144, 385.57159]	1135
52.66554	17596.02148	34869.14844	2	385.88809	52.65658	52.66554	0	0	18978	5215	[24, 25]	[17273.12891, 17596.02148]	[385.88806, 385.88809]	-1
52.67161	84907.75	689956.875	10	385.90814	52.65658	52.74168	0	0	18979	5216	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	[77507.875, 78358.28125, 84907.75, 53942.20703, 73358.58594, 51010.69531, 81390.02344, 67422.71875, 78872.17969, 43186.56641]	[385.90802, 385.90787, 385.90802, 385.90805, 385.90808, 385.90881, 385.90814, 385.90829, 385.90781, 385.90894]	1135
52.65658	13279.76758	25555.375	2	386.06439	52.65658	52.66554	0	0	18974	5217	[24, 25]	[13279.76758, 12275.60742]	[386.06415, 386.06467]	-1
52.68333	65076.94531	533040.4375	12	386.89697	52.65658	52.75836	0	0	18985	5218	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[63489.80078, 27632.375, 64316.88281, 65076.94531, 60283.15625, 54450.45312, 60891.10938, 52445.91797, 15986.21191, 33036.91797, 14620.37109, 20810.2793]	[386.89746, 386.89655, 386.89655, 386.89716, 386.8978, 386.89655, 386.89682, 386.89725, 386.89728, 386.89655, 386.89627, 386.8967]	-1
52.66554	17168.79883	28056.11719	2	387.03549	52.65658	52.66554	0	0	18978	5219	[24, 25]	[10887.31836, 17168.79883]	[387.03638, 387.03491]	-1
52.74168	63374.01172	315051.03125	12	388.11917	52.65658	52.75836	0	0	19009	5220	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[22248.01562, 31445.26367, 16123.7168, 17763.39062, 29167.75195, 33539.75, 14471.42969, 11248.91016, 20677.77734, 63374.01172, 43335.45703, 11655.57617]	[388.11899, 388.11938, 388.1196, 388.11948, 388.11874, 388.1192, 388.11887, 388.11908, 388.11902, 388.11874, 388.11948, 388.11951]	-1
52.70083	71031.61719	210721.29688	8	388.92593	52.65658	52.72279	0	0	18991	5221	[24, 25, 26, 27, 28, 29, 30, 31]	[16148.36621, 24754.80664, 24688.875, 13890.58887, 13343.6748, 71031.61719, 31258.36523, 15605.01953]	[388.92575, 388.92566, 388.92609, 388.92657, 388.92697, 388.92566, 388.92603, 388.92542]	-1
52.66554	38880.83594	101982.49219	3	388.93774	52.65658	52.67161	0	0	18978	5222	[24, 25, 26]	[37542.38281, 38880.83594, 25559.27148]	[388.93802, 388.93823, 388.93665]	1262
52.68333	55274.29297	345429.34375	11	389.99194	52.65658	52.74671	0	0	18985	5223	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[17177.61133, 29136.67383, 28521.02148, 55274.29297, 26004.22461, 29539.2207, 26825.81641, 41603.91406, 48247.45312, 18675.61133, 24423.53906]	[389.99173, 389.9917, 389.99219, 389.99252, 389.99158, 389.99158, 389.99234, 389.99182, 389.99216, 389.99149, 389.99088]	-1
52.70083	30636.14648	136609.28125	6	390.91119	52.65658	52.70083	0	0	18991	5224	[24, 25, 26, 27, 28, 29]	[12114.70117, 18625.31445, 29462.27539, 25604.27734, 20166.56836, 30636.14648]	[390.91061, 390.9118, 390.91031, 390.91104, 390.91116, 390.91196]	-1
52.66554	21029.92578	35210.13281	2	392.22916	52.65658	52.66554	0	0	18978	5225	[24, 25]	[14180.20508, 21029.92578]	[392.22919, 392.22919]	-1
52.66554	65995.71875	120341.14062	2	392.24332	52.65658	52.66554	0	0	18978	5226	[24, 25]	[54345.42188, 65995.71875]	[392.24329, 392.24335]	-1
52.70083	81501.09375	338010.65625	6	392.94888	52.65658	52.70083	0	0	18991	5227	[24, 25, 26, 27, 28, 29]	[27850.96484, 57903.73828, 51861.94141, 58473.03906, 60419.87891, 81501.09375]	[392.95078, 392.94855, 392.94916, 392.94989, 392.94907, 392.94751]	-1
52.66554	94473.58594	191070.40625	3	393.96802	52.65658	52.67161	0	0	18978	5228	[24, 25, 26]	[50611.41016, 94473.58594, 45985.41406]	[393.96796, 393.96722, 393.9697]	-1
52.67161	56249.48047	219615.57812	6	395.03387	52.65658	52.70083	0	0	18979	5229	[24, 25, 26, 27, 28, 29]	[23313.75781, 19299.01367, 56249.48047, 46107.35156, 45063.82031, 29582.16602]	[395.0343, 395.03415, 395.03354, 395.03336, 395.03442, 395.03378]	-1
52.66554	17289.0293	31218.44141	2	395.05029	52.65658	52.66554	0	0	18978	5230	[24, 25]	[13929.41309, 17289.0293]	[395.05038, 395.05017]	-1
52.65658	27040.37109	42427.96094	2	395.94324	52.65658	52.66554	0	0	18974	5231	[24, 25]	[27040.37109, 15387.58887]	[395.94287, 395.94397]	-1
52.78476	93567.04688	2284091.75	39	395.98093	52.65658	52.992	0	0	19026	5232	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]	[64611.71094, 64244.66016, 59806.79297, 69600.82812, 73555.07031, 73832.73438, 57974.07812, 62183.94141, 51146.63281, 76034.57812, 51138.21484, 42767.50391, 82748.35938, 27928.24805, 93567.04688, 14446.54297, 63365.54688, 77559.63281, 49556.33594, 54054.33203, 70005.71094, 61445.67969, 73010.625, 27464, 74813.48438, 27126.79883, 72698.17188, 72153.30469, 58009.91016, 68737.80469, 32599.80469, 40574.98047, 33250.76953, 57614.44922, 84535.04688, 68503.54688, 80929.09375, 27892.78906, 42603.17578]	[395.98135, 395.98105, 395.98062, 395.9809, 395.98123, 395.98074, 395.98123, 395.98074, 395.98209, 395.98145, 395.98102, 395.97998, 395.98074, 395.98126, 395.98071, 395.98105, 395.98187, 395.98083, 395.98132, 395.98135, 395.98044, 395.98032, 395.98068, 395.98022, 395.98099, 395.98154, 395.98077, 395.98074, 395.98117, 395.98111, 395.98206, 395.98029, 395.97928, 395.98065, 395.98135, 395.98065, 395.98126, 395.9805, 395.98083]	-1
53.05422	94866.82812	972028.5625	17	395.98065	53.0009	53.12135	0	0	19130	5233	[63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]	[56484.55078, 25283.38086, 60764.88281, 44416.16406, 84218.17188, 42528.04688, 94866.82812, 41255.97266, 34339.125, 62554.03516, 68327.27344, 73018.3125, 72910.78906, 70089.5625, 51877.52344, 32450.75586, 56643.27734]	[395.98022, 395.98044, 395.9805, 395.98126, 395.98141, 395.97977, 395.97897, 395.98099, 395.98138, 395.98029, 395.9809, 395.98123, 395.98029, 395.98074, 395.98209, 395.98154, 395.98123]	-1
53.17936	92318.96094	1375564.125	23	395.98111	53.12797	53.29732	0	0	19170	5234	[80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102]	[24276.40234, 56375.55078, 70505.0625, 25071.07031, 65378.30859, 37054.50781, 62966.67578, 92318.96094, 53974, 62149.26953, 76265.00781, 59742.07031, 76940.78125, 55695.69922, 78904.46875, 70607.03906, 52556.125, 50456.17578, 66655.98438, 46649.67578, 76616.49219, 85581.17188, 28823.78711]	[395.98221, 395.98117, 395.9809, 395.98203, 395.98129, 395.9816, 395.98093, 395.98053, 395.98166, 395.98117, 395.98041, 395.98087, 395.98123, 395.98077, 395.98166, 395.98117, 395.98099, 395.98117, 395.98105, 395.98129, 395.98102, 395.98096, 395.98065]	-1
52.65658	17228.70117	32431.89453	2	396.50339	52.65658	52.66554	0	0	18974	5235	[24, 25]	[17228.70117, 15203.19238]	[396.5025, 396.50443]	-1
52.66554	21998.52148	42691.11719	2	397.11386	52.65658	52.66554	0	0	18978	5236	[24, 25]	[20692.5957, 21998.52148]	[397.1138, 397.11386]	-1
52.66554	30558.59766	45156.97266	2	398.07172	52.65658	52.66554	0	0	18978	5237	[24, 25]	[14598.375, 30558.59766]	[398.07236, 398.07144]	-1
52.65658	21165.95508	79580.5	4	398.89828	52.65658	52.68333	0	0	18974	5238	[24, 25, 26, 27]	[21165.95508, 19817.8418, 17914.38086, 20682.32031]	[398.89804, 398.89786, 398.89896, 398.89847]	-1
52.65658	45687.69922	71242.33594	2	404.42667	52.65658	52.66554	0	0	18974	5239	[24, 25]	[45687.69922, 25554.63477]	[404.42657, 404.42679]	438
52.66554	30698.09375	64537.9375	3	404.57391	52.65658	52.67161	0	0	18978	5240	[24, 25, 26]	[15795.53906, 30698.09375, 18044.30469]	[404.57425, 404.57376, 404.57382]	-1
52.66554	52910.11719	73501.59375	2	404.62726	52.65658	52.66554	0	0	18978	5241	[24, 25]	[20591.47266, 52910.11719]	[404.62756, 404.62714]	438
52.70979	45919.39453	162837.28125	7	404.87103	52.65658	52.70979	0	0	18995	5242	[24, 25, 26, 27, 28, 29, 30]	[14671.84375, 20693.05664, 13575.29102, 22302.08398, 14688.06445, 30987.54492, 45919.39453]	[404.87064, 404.87012, 404.87204, 404.87, 404.87128, 404.87009, 404.87231]	-1
52.66554	27985.2207	61424.1875	3	405.09036	52.65658	52.67161	0	0	18978	5243	[24, 25, 26]	[18140.98242, 27985.2207, 15297.98535]	[405.091, 405.09045, 405.08929]	-1
52.66554	26481.23047	112245.32812	5	407.0676	52.65658	52.69494	0	0	18978	5244	[24, 25, 26, 27, 28]	[20681.97266, 26481.23047, 24663.94336, 17569.77344, 22848.40234]	[407.06735, 407.06693, 407.06866, 407.06787, 407.06735]	-1
52.68333	78086.80469	638071.3125	14	407.13892	52.65658	52.77719	0	0	18985	5245	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	[23474.20898, 27222.71484, 76563.21875, 78086.80469, 61728.50781, 62101.74609, 61464.79297, 25908.36523, 56480.78125, 25618.55273, 47781.02344, 18295.91016, 57267.06641, 16077.62402]	[407.13889, 407.13931, 407.13898, 407.13858, 407.1395, 407.13907, 407.13873, 407.13812, 407.1391, 407.13828, 407.13858, 407.13873, 407.13943, 407.13791]	-1
52.8854	71271.82812	574475.4375	16	407.13843	52.78476	52.91945	0	0	19068	5246	[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[21274.44727, 12169.57227, 20198.21094, 50163.52734, 22498.23828, 12369.31445, 53016.30469, 24539.46484, 28581.59375, 25955.7207, 57536.73047, 71271.82812, 52283.69141, 27887.86133, 63052.03906, 31676.85742]	[407.13818, 407.13971, 407.13812, 407.13889, 407.13885, 407.13876, 407.13834, 407.13904, 407.13867, 407.13858, 407.13776, 407.13864, 407.13824, 407.13699, 407.13892, 407.13791]	-1
